k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
7,24,53.46,-213.234,0.9999,0.4871,0.4621,0.033
7,25,49.14,-218.9787,0.9644,0.5148,0.5109,0.027
7,26,43.87,-202.2334,0.8926,0.5059,0.5646,0.0015
7,27,51.97,-207.6066,0.9999,0.4715,0.501,0.0302
7,28,46.5,-188.5906,0.9999,0.4824,0.5036,0.0001
7,29,45.85,-190.5842,0.9999,0.4815,0.5284,0.0001
7,30,44.58,-195.184,0.986,0.5135,0.4888,0.0001
8,1,49.69,-747.8409,0.9019,0.6201,0.6147,0.0233
8,2,62.23,-860.5526,0.9347,0.5407,0.5639,0.0954
8,3,73.46,-886.173,0.9784,0.508,0.5403,0.1391
8,4,60.18,-842.4861,0.9171,0.5642,0.5697,0.0822
8,5,55.83,-836.8483,0.9277,0.5784,0.5881,0.0821
8,6,49.09,-768.5661,0.8609,0.6096,0.6392,0.0236
8,7,49.02,-687.3023,0.8863,0.6179,0.649,0.0001
8,8,46.16,-730.2603,0.8659,0.629,0.6763,0.0142
8,9,52.5,-807.3239,0.8741,0.5854,0.6789,0.0418
8,10,55.43,-823.299,0.9172,0.5635,0.6048,0.0767
8,11,52.43,-806.9914,0.9043,0.5991,0.6173,0.0524
8,12,52.5,-842.2706,0.8423,0.5996,0.6371,0.0642
8,13,55.4,-813.0238,0.8775,0.6233,0.6182,0.0573
8,14,54.26,-815.6654,0.9339,0.5766,0.5966,0.0665
8,15,52.36,-826.3267,0.8351,0.6,0.6444,0.0605
8,16,56.45,-833.6053,0.9349,0.5632,0.5916,0.0786
8,17,53.25,-811.637,0.9098,0.5845,0.6127,0.067
8,18,55.17,-846.1822,0.8769,0.6126,0.6114,0.0752
8,19,53.22,-822.8793,0.9055,0.5729,0.6146,0.0718
8,20,51.87,-827.3698,0.8916,0.6043,0.6202,0.0632
8,21,48.29,-749.3171,0.8773,0.6192,0.6425,0.018
8,22,53.95,-817.9529,0.9141,0.5923,0.5942,0.0645
8,23,64.43,-867.1234,0.9465,0.5465,0.572,0.107
