k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
14,21,185.21,-255015.3148,0.9863,0.474,0.4644,0.1846
15,1,220.41,-575550.5738,0.9854,0.4738,0.4642,0.1875
15,2,206.37,-576599.838,0.9797,0.4786,0.4682,0.1852
15,3,212.63,-575758.6338,0.977,0.4711,0.4603,0.1796
15,4,215.0,-575978.7669,0.9843,0.4747,0.4651,0.1869
15,5,213.46,-576230.055,0.9834,0.4745,0.4651,0.1872
15,6,213.39,-576099.4415,0.9833,0.4759,0.4648,0.1864
15,7,217.01,-575396.4884,0.9879,0.4733,0.4629,0.1883
15,8,211.69,-575912.1752,0.9828,0.4762,0.4666,0.1858
15,9,214.84,-575931.5444,0.9824,0.4765,0.4659,0.1857
15,10,217.78,-576347.6862,0.9828,0.477,0.4649,0.1862
15,11,214.11,-575423.6548,0.983,0.4773,0.4656,0.1845
15,12,217.05,-576043.7179,0.9851,0.474,0.4639,0.188
15,13,219.81,-575506.7556,0.9853,0.4737,0.4645,0.187
15,14,217.91,-575828.7227,0.9836,0.4758,0.4654,0.186
15,15,216.77,-575774.422,0.9834,0.4761,0.4648,0.1857
15,16,213.79,-575707.0009,0.982,0.4771,0.4664,0.1849
15,17,218.27,-576173.753,0.9823,0.4758,0.4662,0.1858
15,18,209.89,-575054.8826,0.9827,0.4779,0.4661,0.1839
15,19,216.5,-575715.7817,0.986,0.4736,0.4632,0.188
15,20,217.94,-576289.8645,0.9829,0.4774,0.464,0.186
15,21,217.93,-576288.0924,0.9817,0.476,0.4669,0.186
15,22,220.66,-576102.4254,0.9822,0.4779,0.4655,0.1847
15,23,239.84,-576129.7231,0.9868,0.4727,0.462,0.189
15,24,218.24,-575448.4449,0.9874,0.474,0.4616,0.1878
15,25,213.28,-575964.754,0.9813,0.478,0.4655,0.1853
15,26,215.61,-574793.4383,0.9834,0.4768,0.4656,0.1843
15,27,219.4,-576130.0214,0.9843,0.4756,0.4652,0.1869
15,28,216.91,-575592.69,0.9826,0.4772,0.4663,0.1844
15,29,219.71,-575758.0561,0.9831,0.4759,0.4663,0.1856
16,1,279.6,-1299135.7281,0.9791,0.4665,0.4555,0.1893
16,2,275.18,-1295547.0599,0.9809,0.4664,0.4561,0.187
16,3,274.46,-1296015.3783,0.9797,0.4665,0.4574,0.1876
16,4,272.52,-1295902.2908,0.9799,0.4671,0.4565,0.1871
16,5,274.25,-1298079.6506,0.9783,0.4671,0.4577,0.188
16,6,277.02,-1298271.1975,0.9788,0.4665,0.4566,0.1892
16,7,277.82,-1296832.2751,0.9816,0.4653,0.454,0.1894
16,8,281.41,-1296737.4716,0.9796,0.4666,0.4558,0.1878
16,9,278.64,-1297682.4553,0.9788,0.4676,0.4571,0.1874
16,10,274.35,-1296280.5946,0.9785,0.4685,0.4576,0.1861
16,11,275.33,-1295505.4007,0.9779,0.4686,0.4591,0.1851
16,12,276.95,-1297957.9327,0.98,0.4659,0.4558,0.1896
16,13,280.46,-1297261.0664,0.9809,0.466,0.4545,0.1893
16,14,273.0,-1297775.4691,0.9769,0.4695,0.4586,0.1863
16,15,277.17,-1298530.8798,0.98,0.4665,0.4551,0.1895
16,16,275.5,-1295645.6072,0.9808,0.466,0.4567,0.1868
16,17,275.48,-1297742.9265,0.9795,0.4658,0.4565,0.1888
16,18,276.52,-1296081.3456,0.9805,0.4663,0.4566,0.1878
16,19,272.77,-1298268.7156,0.9773,0.4685,0.4577,0.1872
16,20,279.42,-1299261.7439,0.9806,0.4644,0.4546,0.1909
