k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
6,10,71.87,-21.2494,0.8864,0.4493,0.2118,0.363
6,11,60.96,-18.6861,0.5473,0.6513,0.4554,0.1491
6,12,51.54,-26.5564,0.9999,0.6384,0.0503,0.0509
6,13,41.29,-17.5849,0.9999,0.6654,0.2446,0.0001
6,14,62.46,-19.2874,0.8137,0.5294,0.2634,0.2076
6,15,48.4,-18.2619,0.9999,0.6786,0.1851,0.0001
6,16,73.84,-21.9238,0.7941,0.5996,0.2912,0.2166
6,17,37.52,-17.4993,0.7243,0.7452,0.3062,0.0001
6,18,77.28,-19.2899,0.702,0.4949,0.3493,0.2953
6,19,49.86,-24.5356,0.9999,0.6483,0.0632,0.0286
6,20,65.64,-19.263,0.8229,0.5363,0.2718,0.2168
6,21,45.53,-18.5596,0.9999,0.6126,0.2728,0.0587
6,22,41.08,-18.0285,0.9999,0.6657,0.2447,0.0142
6,23,50.04,-20.8196,0.9794,0.5841,0.1404,0.1026
6,24,65.71,-22.646,0.8439,0.6298,0.2381,0.1752
6,25,58.77,-24.6666,0.9278,0.6862,0.1632,0.1101
6,26,78.46,-19.2941,0.7012,0.494,0.3474,0.2932
6,27,56.22,-25.2149,0.9437,0.6892,0.154,0.1185
6,28,51.95,-24.7634,0.854,0.7963,0.1568,0.0001
6,29,43.75,-21.313,0.8074,0.7968,0.2575,0.0038
6,30,77.21,-19.2928,0.7023,0.4947,0.3481,0.2933
7,1,44.36,-152.2755,0.9192,0.7062,0.5578,0.0587
7,2,50.36,-162.4726,0.8795,0.6799,0.542,0.0965
7,3,45.17,-156.5089,0.8558,0.733,0.5446,0.0583
7,4,48.27,-158.807,0.9519,0.7213,0.4609,0.0635
7,5,49.66,-188.6348,0.9948,0.5478,0.3736,0.0111
7,6,46.86,-195.2921,0.9731,0.5674,0.3715,0.017
7,7,55.73,-172.6969,0.9241,0.7064,0.4547,0.1169
7,8,62.94,-203.1981,0.9948,0.5007,0.3488,0.0644
7,9,60.74,-163.4233,0.9949,0.6405,0.4396,0.1233
7,10,61.92,-164.3252,0.9999,0.6245,0.4626,0.1397
7,11,40.73,-164.2605,0.7881,0.8475,0.531,0.055
7,12,52.29,-167.3502,0.8855,0.6918,0.5213,0.0973
7,13,58.68,-160.6318,0.9999,0.6555,0.4522,0.1021
7,14,62.24,-207.0176,0.9884,0.4927,0.3682,0.0756
7,15,54.94,-169.1533,0.9239,0.7081,0.4728,0.1169
7,16,60.13,-217.1158,0.9391,0.5208,0.3979,0.0726
7,17,47.34,-155.5516,0.9994,0.6751,0.4966,0.0733
7,18,40.88,-159.4766,0.8259,0.7942,0.5334,0.0645
7,19,47.34,-163.0275,0.8965,0.7234,0.5271,0.0852
7,20,39.33,-147.8168,0.8447,0.7837,0.5906,0.0253
7,21,52.32,-172.887,0.791,0.7261,0.5504,0.1251
7,22,51.06,-166.9454,0.8777,0.744,0.4869,0.1002
7,23,44.43,-173.8246,0.6954,0.8149,0.6022,0.1143
7,24,69.97,-201.405,0.9999,0.4825,0.3637,0.0748
7,25,41.08,-159.8866,0.7694,0.8066,0.5869,0.066
7,26,49.67,-169.6456,0.7641,0.7424,0.549,0.1227
7,27,46.23,-146.031,0.9999,0.6787,0.4992,0.058
7,28,60.37,-173.8583,0.9373,0.679,0.485,0.1357
7,29,46.03,-165.0317,0.8938,0.7426,0.5333,0.0851
7,30,41.98,-158.4336,0.8188,0.7975,0.5566,0.058
8,1,89.83,-1784.8973,0.9665,0.5055,0.4754,0.1553
8,2,93.88,-1679.299,0.9999,0.47,0.4729,0.1487
8,3,99.38,-1781.1938,0.9888,0.4644,0.4782,0.1706
8,4,93.15,-1786.36,0.9622,0.4859,0.476,0.1557
8,5,95.15,-1781.4528,0.9798,0.4704,0.4769,0.1725
8,6,80.52,-1745.6671,0.9603,0.4992,0.4958,0.1242
8,7,94.44,-1802.1012,0.9595,0.4984,0.4612,0.1613
8,8,94.26,-1752.0268,0.9999,0.4712,0.4706,0.1595
8,9,115.85,-1761.1841,0.9999,0.4465,0.452,0.1944
8,10,94.53,-1772.4413,0.9741,0.4623,0.4807,0.1604
8,11,111.43,-1744.9977,0.9947,0.4687,0.4308,0.1786
8,12,92.48,-1795.5725,0.9569,0.4877,0.5002,0.1567
8,13,125.56,-1778.8092,0.9999,0.4546,0.4472,0.195
8,14,93.81,-1778.4081,0.9784,0.4804,0.4779,0.1645
8,15,92.24,-1768.7536,0.9816,0.4762,0.4689,0.152
8,16,93.49,-1812.1803,0.9519,0.4945,0.4846,0.1691
8,17,101.79,-1771.0681,0.9999,0.4446,0.4678,0.1856
8,18,93.0,-1797.4253,0.9591,0.4856,0.4827,0.1544
8,19,101.64,-1788.4429,0.9949,0.4544,0.4687,0.1653
8,20,105.5,-1767.2074,0.9999,0.4546,0.4576,0.1694
8,21,83.68,-1716.0402,0.9676,0.5024,0.4911,0.1348
8,22,106.56,-1793.6969,0.9947,0.47,0.4317,0.1835
8,23,100.28,-1790.8188,0.9815,0.4649,0.4633,0.1692
8,24,94.24,-1797.6847,0.9571,0.4753,0.4909,0.1561
9,1,106.89,-2997.8052,0.9999,0.4354,0.4262,0.1611
9,2,100.05,-2954.0434,0.9999,0.4389,0.4316,0.1504
9,3,107.75,-3013.2326,0.9999,0.433,0.4204,0.1692
9,4,96.34,-3000.3721,0.999,0.4399,0.4415,0.1457
9,5,105.38,-3009.5227,0.9969,0.4362,0.4303,0.1592
9,6,103.64,-3035.2054,0.9985,0.4422,0.4261,0.1587
9,7,93.74,-2954.4864,0.9999,0.4558,0.434,0.135
9,8,114.13,-2956.3893,0.9999,0.4281,0.4052,0.1806
9,9,70.02,-2469.1342,0.8873,0.6087,0.596,0.1259
9,10,113.44,-2995.7495,0.9999,0.4184,0.4203,0.1784
9,11,90.15,-2964.0792,0.9952,0.4598,0.4423,0.1301
9,12,98.85,-2981.0832,0.9947,0.439,0.4307,0.1396
9,13,111.27,-3026.6143,0.9947,0.4183,0.4269,0.1628
9,14,98.63,-2915.829,0.9999,0.4569,0.4392,0.1286
9,15,92.52,-2981.3133,0.99,0.4634,0.4376,0.1345
9,16,98.61,-2985.9191,0.9938,0.4457,0.4336,0.1498
9,17,78.59,-2545.4511,0.9112,0.5824,0.5507,0.1443
9,18,104.15,-3031.5339,0.9999,0.4477,0.4149,0.1623
9,19,74.48,-2509.3049,0.8442,0.6246,0.6155,0.1243
9,20,105.5,-3006.6194,0.9948,0.4281,0.4287,0.1515
9,21,104.28,-2982.7915,0.9999,0.4491,0.4171,0.1562
9,22,99.61,-3005.0373,0.9985,0.4305,0.4309,0.1623
9,23,87.19,-2582.2967,0.9313,0.5494,0.536,0.1721
9,24,97.33,-2935.824,0.9999,0.43,0.4456,0.1454
10,1,104.49,-7714.1348,0.9971,0.4551,0.4571,0.1517
10,2,99.61,-7608.0848,0.9999,0.4602,0.4529,0.1459
10,3,102.4,-7678.5986,0.9992,0.4515,0.461,0.1487
10,4,105.21,-7733.4961,0.9962,0.4554,0.4536,0.155
10,5,98.75,-7746.8505,0.9739,0.4793,0.4613,0.1443
10,6,117.85,-7812.0779,0.9999,0.4394,0.4375,0.1814
10,7,108.89,-7707.8279,0.9999,0.4472,0.4534,0.1586
10,8,115.45,-7755.4194,0.9999,0.447,0.4422,0.1692
10,9,100.8,-7613.1461,0.9947,0.4539,0.4516,0.1378
10,10,96.43,-7583.8042,0.9943,0.4571,0.4537,0.1337
10,11,119.43,-7825.8853,0.9999,0.4466,0.4324,0.1794
