k,sample,total_time,best_ll,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,transfer_pcie,warm_up_mcmc_cpu
1,1,12.644373655319214,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.90267014503479,1.508131980895996,7.741667985916138,1.7518796920776367,0.11368060111999512,0.0808863639831543,1.4044535160064697
1,2,13.400370121002197,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,5.702313184738159,2.011629343032837,7.697998523712158,2.000598669052124,0.14014267921447754,0.0854344367980957,1.3981056213378906
1,3,13.53196668624878,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.801866054534912,1.9942748546600342,7.730041742324829,2.1134097576141357,0.14467692375183105,0.08501553535461426,1.39839768409729
1,4,13.56453537940979,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.821591138839722,2.012361526489258,7.742891788482666,2.1167550086975098,0.1414659023284912,0.08455300331115723,1.4015634059906006
1,5,12.530285120010376,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.836896896362305,1.9890058040618896,7.693334579467773,1.1741280555725098,0.1470475196838379,0.08383822441101074,1.3762404918670654
1,6,13.509952306747437,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.772283315658569,1.9785664081573486,7.737619400024414,2.1203908920288086,0.13921642303466797,0.08324074745178223,1.3876187801361084
1,7,12.587555646896362,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.872599363327026,1.9971659183502197,7.714907884597778,1.2004570960998535,0.14475107192993164,0.08453631401062012,1.3776657581329346
1,8,12.572471857070923,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.849128246307373,1.9891858100891113,7.723294019699097,1.1758465766906738,0.14395594596862793,0.08437490463256836,1.3899385929107666
1,9,12.615445137023926,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.8296215534210205,1.9900131225585938,7.7857606410980225,1.1466927528381348,0.14378619194030762,0.08492898941040039,1.3990747928619385
1,10,12.54428505897522,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.816599130630493,1.9819443225860596,7.727625608444214,1.146369218826294,0.1427145004272461,0.084136962890625,1.39747953414917
1,11,13.560570240020752,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.816696643829346,1.9954700469970703,7.743814706802368,2.120360851287842,0.14611339569091797,0.08698725700378418,1.399601936340332
1,12,13.614141941070557,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.808936595916748,2.0043997764587402,7.8051512241363525,2.1173980236053467,0.13817715644836426,0.0857696533203125,1.3984670639038086
1,13,11.8424232006073,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.073531150817871,1.5157051086425781,7.76885724067688,0.9158215522766113,0.11368203163146973,0.0812375545501709,1.4029057025909424
1,14,13.491753816604614,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.7633092403411865,1.962033748626709,7.728383541107178,2.112269878387451,0.14374423027038574,0.08511209487915039,1.39432954788208
