k,sample,total_time,best_ll,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,transfer_pcie,warm_up_mcmc_cpu
1,1,4.796939849853516,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.5204222202301025,1.3002629280090332,1.2764716148376465,0.6003241539001465,0.11390209197998047,0.07984542846679688,1.385004997253418
1,2,6.285484075546265,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.93781852722168,1.5432484149932861,1.347625970840454,1.7722361087799072,0.11494255065917969,0.08003616333007812,1.385056495666504
1,3,6.208270311355591,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,4.914952278137207,1.5332555770874023,1.2932817935943604,1.7595112323760986,0.11394524574279785,0.07936429977416992,1.386401653289795
1,4,6.189795970916748,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.9090845584869385,1.529193639755249,1.2806782722473145,1.759260892868042,0.11409759521484375,0.07951045036315918,1.3845252990722656
1,5,6.175657033920288,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.885150194168091,1.5206122398376465,1.2904739379882812,1.7514901161193848,0.1138465404510498,0.07910609245300293,1.3778629302978516
1,6,5.956160068511963,-0.0004000663757324219,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.647820234298706,1.5104382038116455,1.3083059787750244,1.5205461978912354,0.11403679847717285,0.07934737205505371,1.38136887550354
1,7,6.203833341598511,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.921543836593628,1.5242085456848145,1.282254934310913,1.7817599773406982,0.11383056640625,0.07935643196105957,1.380500078201294
1,8,6.281950235366821,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.9911439418792725,1.508732795715332,1.290771484375,1.8712806701660156,0.11174392700195312,0.07900691032409668,1.3787100315093994
1,9,4.984352350234985,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.515296220779419,1.294670820236206,1.469022274017334,0.6004242897033691,0.11455059051513672,0.07928109169006348,1.3856689929962158
1,10,6.28507137298584,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,5.018826961517334,1.5346271991729736,1.266209363937378,1.869053840637207,0.11450695991516113,0.0799400806427002,1.3782987594604492
1,11,5.948139429092407,-0.0004000663757324219,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.6904778480529785,1.513986349105835,1.2576267719268799,1.5584309101104736,0.11424946784973145,0.0793461799621582,1.381239414215088
1,12,6.17066764831543,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.9207329750061035,1.5373549461364746,1.249894618988037,1.7642128467559814,0.11371088027954102,0.07914519309997559,1.384204626083374
