k,sample,total_time,best_ll,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,transfer_pcie,warm_up_mcmc_cpu
1,1,66.46197891235352,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,18.51930546760559,3.414844036102295,47.94263792037964,1.7797038555145264,0.9003555774688721,0.18422746658325195,12.196164608001709
1,2,6.712670087814331,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.465081214904785,1.2592768669128418,3.2475523948669434,0.6051945686340332,0.11080813407897949,0.07985401153564453,1.367504596710205
1,3,6.708022117614746,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.48140287399292,1.2656948566436768,3.2265865802764893,0.6099157333374023,0.11106133460998535,0.07982444763183594,1.3723297119140625
1,4,8.11590313911438,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,4.856712818145752,1.4896671772003174,3.2591562271118164,1.7568933963775635,0.11248087882995605,0.08119845390319824,1.3719816207885742
1,5,8.239749670028687,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.996617555618286,1.5108025074005127,3.2430977821350098,1.868957757949829,0.11311697959899902,0.0822916030883789,1.3767175674438477
1,6,8.213313341140747,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.978462219238281,1.4982061386108398,3.234816074371338,1.8665435314178467,0.11304116249084473,0.0815279483795166,1.374575138092041
1,7,8.108546495437622,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,4.8579301834106445,1.494441270828247,3.2505807876586914,1.756007194519043,0.11306452751159668,0.08127021789550781,1.369260311126709
1,8,8.125924587249756,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.886608362197876,1.5229823589324951,3.239276647567749,1.75443696975708,0.11265802383422852,0.08164811134338379,1.3711109161376953
1,9,6.724344491958618,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.4810128211975098,1.2675528526306152,3.243297815322876,0.5985913276672363,0.1115427017211914,0.0811929702758789,1.37965989112854
1,10,5.399084806442261,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,4.004488706588745,1.497300148010254,1.3945636749267578,0.9045534133911133,0.11194777488708496,0.08190083503723145,1.3639593124389648
1,11,4.930391550064087,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.474433660507202,1.268812656402588,1.455925703048706,0.6015825271606445,0.11149382591247559,0.08019328117370605,1.3696753978729248
1,12,4.8169732093811035,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.4741127490997314,1.2723281383514404,1.3428287506103516,0.6010377407073975,0.11064863204956055,0.08096432685852051,1.3663063049316406
1,13,4.985797643661499,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.4821934700012207,1.2715330123901367,1.5035712718963623,0.5983729362487793,0.11191225051879883,0.08094930648803711,1.3762824535369873
1,14,6.271453857421875,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.928995609283447,1.5020511150360107,1.3424246311187744,1.811988353729248,0.11254429817199707,0.08224868774414062,1.375624656677246
1,15,4.807013511657715,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,3.485445499420166,1.2715280055999756,1.3215360641479492,0.6017208099365234,0.11221170425415039,0.08197140693664551,1.374582290649414
1,16,12.343321800231934,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,0.9998999834060669,8.655405759811401,3.1469709873199463,3.687817335128784,1.46486234664917,0.2349534034729004,0.14635801315307617,3.5797066688537598
1,17,13.861601829528809,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,10.118109941482544,3.1671347618103027,3.74336314201355,2.817326784133911,0.23437738418579102,0.14485692977905273,3.6717607975006104
1,18,13.923667192459106,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,10.28415846824646,3.1620566844940186,3.639408826828003,3.0348997116088867,0.23595166206359863,0.14809370040893555,3.620656728744507
1,19,11.57015347480774,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,7.8555498123168945,2.7415356636047363,3.7145025730133057,0.9078547954559326,0.23416376113891602,0.14718389511108398,3.7406108379364014
1,20,13.809604406356812,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,10.027249813079834,3.1627049446105957,3.7822067737579346,2.819967031478882,0.2335817813873291,0.14430713653564453,3.585085391998291
1,21,11.362995386123657,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,7.647573232650757,2.7085869312286377,3.7153172492980957,0.914010763168335,0.23360824584960938,0.13955259323120117,3.575744867324829
1,22,13.938847780227661,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,10.256229639053345,3.1889936923980713,3.6824939250946045,3.024898052215576,0.23433732986450195,0.14801979064941406,3.5769622325897217
1,23,11.31882929801941,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,7.657812595367432,2.7093191146850586,3.660900354385376,0.9149553775787354,0.23370075225830078,0.1420426368713379,3.5812301635742188
