k,sample,time,theta_0,theta_1,theta_2,theta_3
5,13,229.8675479888916,0.9998999834060669,0.5507606267929077,0.4980646073818207,9.999999747378752e-05
5,14,238.76180005073547,0.8562549948692322,0.6672105193138123,0.5169188380241394,0.0039604417979717255
5,15,234.62289023399353,0.9998999834060669,0.6694543361663818,0.431038498878479,0.059614673256874084
5,16,228.78262186050415,0.9603826403617859,0.6146088242530823,0.5547252297401428,0.0176331028342247
5,17,235.6720895767212,0.9998999834060669,0.6485530138015747,0.6654884219169617,0.03868968412280083
5,18,230.36161279678345,0.9795868396759033,0.7227150797843933,0.5494194030761719,9.999999747378752e-05
6,1,218.34868359565735,0.9998999834060669,0.42815589904785156,0.34911590814590454,9.999999747378752e-05
6,2,219.01444125175476,0.9998999834060669,0.8206438422203064,0.5560006499290466,9.999999747378752e-05
6,3,234.76389122009277,0.7929500341415405,0.5390810966491699,0.49880391359329224,9.999999747378752e-05
6,4,228.89469814300537,0.8836796879768372,0.4997204542160034,0.44729501008987427,9.999999747378752e-05
6,5,234.82433104515076,0.9973289370536804,0.454214483499527,0.3916195333003998,9.999999747378752e-05
6,6,218.23460578918457,0.7590968012809753,0.9998999834060669,0.5635457038879395,9.999999747378752e-05
6,7,241.9119143486023,0.9701817631721497,0.41722244024276733,0.398271381855011,9.999999747378752e-05
6,8,237.26865315437317,0.9400496482849121,0.5754134058952332,0.31483930349349976,9.999999747378752e-05
6,9,220.87281894683838,0.9998999834060669,0.7971500158309937,0.5215607285499573,9.999999747378752e-05
6,10,235.22924971580505,0.854528546333313,0.9265497326850891,0.5756387710571289,9.999999747378752e-05
6,11,214.3297736644745,0.9998999834060669,0.5113784670829773,0.3218749165534973,9.999999747378752e-05
6,12,218.7157757282257,0.9998999834060669,0.39573684334754944,0.41126713156700134,9.999999747378752e-05
6,13,234.85834193229675,0.924315333366394,0.530895471572876,0.3976576626300812,9.999999747378752e-05
6,14,230.6501281261444,0.7085545659065247,0.7295708656311035,0.9369544982910156,9.999999747378752e-05
6,15,229.2092366218567,0.8424299359321594,0.5300869941711426,0.4412085711956024,9.999999747378752e-05
6,16,232.61329555511475,0.7276804447174072,0.7281765341758728,0.9044753313064575,9.999999747378752e-05
6,17,235.2593948841095,0.8996716737747192,0.5268738269805908,0.40805602073669434,9.999999747378752e-05
6,18,215.44122982025146,0.9194864630699158,0.8005879521369934,0.6302700638771057,9.999999747378752e-05
6,19,233.47866916656494,0.7809489965438843,0.4826006591320038,0.5569834113121033,9.999999747378752e-05
7,1,234.18134331703186,0.9056552648544312,0.5714412331581116,0.5667290687561035,0.04552624747157097
7,2,240.3850839138031,0.9728755950927734,0.5157023668289185,0.566849946975708,0.03738415241241455
7,3,238.14004397392273,0.9029819965362549,0.5734947919845581,0.5449472069740295,0.05095827952027321
7,4,232.81115055084229,0.9573178887367249,0.5611058473587036,0.53884357213974,0.04442412033677101
7,5,234.69248056411743,0.9854021072387695,0.5453580021858215,0.5848155617713928,0.04797855019569397
