k,s,total_time_seconds,best_log_likelihood,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,peak_vram_mb,transfer_pcie,warm_up_mcmc_cpu
1,1,3.8326144218444824,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,2.9354007244110107,0.7480394840240479,0.897200345993042,0.8344919681549072,0.041797637939453125,0.0,0.027132511138916016,1.2717134952545166
1,2,1.7222554683685303,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,1.7214081287384033,0.7563738822937012,0.0008180141448974609,0.8799774646759033,0.0435023307800293,0.0,0.027663230895996094,0.0009551048278808594
1,3,0.9952037334442139,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,0.9943697452545166,0.6665370464324951,0.0008053779602050781,0.24478411674499512,0.0435330867767334,0.0,0.02681422233581543,0.0002617835998535156
2,1,2.335094928741455,-5.53035306930542,0.9998999834060669,0.7420118451118469,0.4818296432495117,9.999999747378752e-05,2.3342816829681396,0.8271651268005371,0.0007867813110351562,1.4218218326568604,0.04359769821166992,0.0,0.02749490737915039,0.0015473365783691406
2,2,2.403006076812744,-4.838960647583008,0.9998999834060669,0.545286238193512,0.5452778339385986,9.999999747378752e-05,2.4022059440612793,0.8273172378540039,0.0007679462432861328,1.4892065525054932,0.04379582405090332,0.0,0.027415037155151367,0.0016541481018066406
2,3,1.6852445602416992,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,1.6844980716705322,0.7559404373168945,0.0007221698760986328,0.8461904525756836,0.04206204414367676,0.0,0.027133941650390625,0.0008797645568847656
3,1,4.5441038608551025,-20.654063606262206,0.9998999834060669,0.5706167221069336,0.7601942420005798,0.06302645802497864,4.543256521224976,0.8875176906585693,0.0008199214935302734,3.568004608154297,0.042728424072265625,0.0,0.02853250503540039,0.0041887760162353516
3,2,3.4062113761901855,-15.328261375427246,0.9998999834060669,0.49736613035202026,0.7494369745254517,9.999999747378752e-05,3.405380964279175,0.8784079551696777,0.0008063316345214844,2.441894769668579,0.04195070266723633,0.0,0.0275881290435791,0.0035915374755859375
3,3,4.825641870498657,-17.548638343811035,0.9998999834060669,0.279366672039032,0.9998999834060669,0.12321141362190247,4.8248045444488525,0.8833363056182861,0.0008137226104736328,3.854635000228882,0.04191327095031738,0.0,0.028380155563354492,0.004273653030395508
4,1,8.044581413269043,-73.46255111694336,0.7579224109649658,0.9189135432243347,0.6555865406990051,0.11798539012670517,8.042212724685669,0.9519729614257812,0.0023419857025146484,6.999260425567627,0.04268503189086914,0.0,0.02800583839416504,0.007983207702636719
4,2,7.627858877182007,-66.11274147033691,0.9944379925727844,0.6392335295677185,0.6382544040679932,0.10607340186834335,7.626951456069946,0.9435386657714844,0.0008835792541503906,6.594125986099243,0.042281389236450195,0.0,0.028167009353637695,0.006812095642089844
4,3,6.468980073928833,-69.13833694458008,0.9998999834060669,0.6424516439437866,0.2242029458284378,0.4351383149623871,6.468064546585083,0.9424624443054199,0.00089263916015625,5.437214136123657,0.04213738441467285,0.0,0.02809309959411621,0.005699634552001953
5,1,12.417067527770996,-197.654638671875,0.9998999834060669,0.5714261531829834,0.6075805425643921,0.1685945838689804,12.415840864181519,1.0098016262054443,0.0012049674987792969,11.312400579452515,0.042546987533569336,0.0,0.02745676040649414,0.011521339416503906
5,2,13.145895957946777,-168.62403564453126,0.9998999834060669,0.7306723594665527,0.5123322606086731,0.08744236081838608,13.144734382629395,1.0214102268218994,0.0011386871337890625,12.028512239456177,0.04253196716308594,0.0,0.02769017219543457,0.012584447860717773
5,3,11.898355484008789,-165.5115737915039,0.9998999834060669,0.5501270890235901,0.6284115314483643,0.1147962287068367,11.897183418273926,1.0127499103546143,0.0011515617370605469,10.791237115859985,0.042413949966430664,0.0,0.027596712112426758,0.01116180419921875
6,1,5.023789644241333,-28.866484069824217,0.9998999834060669,0.4165811836719513,0.4584118723869324,9.999999747378752e-05,5.022964954376221,0.9444360733032227,0.0008029937744140625,3.9932174682617188,0.04176640510559082,0.0,0.027033567428588867,0.004637002944946289
6,2,4.44692850112915,-16.97572727203369,0.8479347229003906,0.9096508622169495,0.5910636782646179,9.999999747378752e-05,4.4461445808410645,0.871741771697998,0.0007624626159667969,3.4888858795166016,0.04212474822998047,0.0,0.026915311813354492,0.004537105560302734
6,3,5.028767824172974,-34.63877487182617,0.8692935705184937,0.43158960342407227,0.4514719247817993,0.06732028722763062,5.0279152393341064,0.9461417198181152,0.0008249282836914062,3.9957451820373535,0.042539119720458984,0.0,0.027278661727905273,0.004271030426025391
7,1,14.244948625564575,-264.7964385986328,0.9560837149620056,0.6491307020187378,0.4680495262145996,0.040968649089336395,14.243533372879028,1.087714672088623,0.0013930797576904297,13.058664798736572,0.04287314414978027,0.0,0.02806234359741211,0.014073610305786133
7,2,14.122563362121582,-267.85996398925784,0.9976826310157776,0.6540637612342834,0.42159584164619446,0.046004973351955414,14.121180057525635,1.0793015956878662,0.0013616085052490234,12.94612741470337,0.04235696792602539,0.0,0.027633190155029297,0.01380300521850586
7,3,14.096292495727539,-249.8302017211914,0.9575666785240173,0.6543721556663513,0.4803159832954407,0.036946628242731094,14.094945192337036,1.0778722763061523,0.0013241767883300781,12.92158055305481,0.04209399223327637,0.0,0.02765965461730957,0.013820886611938477
8,1,13.356265783309937,-3458.833935546875,0.9785760045051575,0.6138205528259277,0.5920396447181702,0.19242607057094574,13.351362228393555,1.4749202728271484,0.004879474639892578,11.77519965171814,0.04537701606750488,0.0,0.031447410583496094,0.011559009552001953
