k,s,total_time_seconds,best_log_likelihood,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,peak_vram_mb,transfer_pcie,warm_up_mcmc_cpu
1,1,3.8530354499816895,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,2.949557304382324,0.7596673965454102,0.903465747833252,0.8272953033447266,0.043822526931762695,0.0,0.02868938446044922,1.2779738903045654
1,2,1.6828608512878418,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,1.682044506072998,0.7413680553436279,0.0007920265197753906,0.8610479831695557,0.040306806564331055,0.0,0.02668166160583496,0.0009386539459228516
1,3,0.9729518890380859,0.0,0.8999999761581421,0.699999988079071,0.5,0.20000000298023224,0.9721858501434326,0.6525852680206299,0.0007433891296386719,0.24082016944885254,0.04047060012817383,0.0,0.026534080505371094,0.0002505779266357422
2,1,2.325937509536743,-5.53035306930542,0.9998999834060669,0.7420113682746887,0.48202458024024963,9.999999747378752e-05,2.3252062797546387,0.8187046051025391,0.0007104873657226562,1.4245514869689941,0.04140782356262207,0.0,0.027075767517089844,0.00156402587890625
2,2,2.3768341541290283,-4.838960647583008,0.9998999834060669,0.5446620583534241,0.5447635650634766,9.999999747378752e-05,2.3760688304901123,0.8177075386047363,0.0007429122924804688,1.4747092723846436,0.04263019561767578,0.0,0.027258872985839844,0.0016350746154785156
2,3,1.6697001457214355,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,1.6689553260803223,0.7550125122070312,0.0007231235504150391,0.8309495449066162,0.042751312255859375,0.0,0.027109146118164062,0.0008985996246337891
3,1,4.52443790435791,-20.682781982421876,0.9998999834060669,0.5895711183547974,0.7703970670700073,0.053717318922281265,4.523595809936523,0.882502555847168,0.0008199214935302734,3.552450180053711,0.04444479942321777,0.0,0.027297496795654297,0.0041043758392333984
3,2,3.694119453430176,-15.332812309265137,0.9998999834060669,0.5091440677642822,0.7421965003013611,9.999999747378752e-05,3.693314790725708,0.8878443241119385,0.0007786750793457031,2.718639373779297,0.04336738586425781,0.0,0.027289628982543945,0.0036118030548095703
3,3,4.920612573623657,-17.56518421173096,0.9998999834060669,0.2914426028728485,0.9998999834060669,0.1107468456029892,4.9197587966918945,0.8970239162445068,0.0008282661437988281,3.9342799186706543,0.043939828872680664,0.0,0.027819395065307617,0.0041408538818359375
4,1,8.189708471298218,-74.7196662902832,0.784012496471405,0.9015583395957947,0.6359791159629822,0.12467069178819656,8.188650369644165,0.9579226970672607,0.0010364055633544922,7.136509656906128,0.04437136650085449,0.0,0.02883434295654297,0.008333206176757812
4,2,7.722404956817627,-67.43513946533203,0.9801163077354431,0.594566822052002,0.6136868596076965,0.132126584649086,7.721494436264038,0.9587111473083496,0.0008883476257324219,6.667910099029541,0.04490256309509277,0.0,0.03020644187927246,0.007039308547973633
4,3,6.524312257766724,-69.48939437866211,0.9998999834060669,0.6400439739227295,0.20216716825962067,0.4448149800300598,6.523392200469971,0.9572033882141113,0.0008985996246337891,5.473364353179932,0.0448002815246582,0.0,0.029244661331176758,0.006017446517944336
5,1,12.47689437866211,-196.45473022460936,0.9998999834060669,0.5872217416763306,0.6347629427909851,0.1658904105424881,12.475684881210327,1.0135793685913086,0.0011858940124511719,11.364760160446167,0.0451047420501709,0.0,0.028124332427978516,0.01150202751159668
5,2,12.799954175949097,-164.85206909179686,0.9998999834060669,0.7525504231452942,0.5410448908805847,0.0706016942858696,12.798828363418579,0.9974281787872314,0.0011031627655029297,11.704627275466919,0.043561697006225586,0.0,0.02812361717224121,0.012828350067138672
5,3,11.73372507095337,-163.23621826171876,0.9998999834060669,0.5520328283309937,0.6395252346992493,0.09343350678682327,11.732512474060059,0.9987831115722656,0.0011904239654541016,10.637252807617188,0.04367256164550781,0.0,0.02897477149963379,0.011398077011108398
6,1,4.958167552947998,-28.6392578125,0.9998999834060669,0.4102161228656769,0.46002596616744995,9.999999747378752e-05,4.9572975635528564,0.932652473449707,0.0008459091186523438,3.9379220008850098,0.04263639450073242,0.0,0.027292966842651367,0.00459742546081543
6,2,4.412215232849121,-16.966907119750978,0.8443104028701782,0.9097344279289246,0.5937154293060303,9.999999747378752e-05,4.411409616470337,0.8594393730163574,0.0007846355438232422,3.4651503562927246,0.04280233383178711,0.0,0.02718067169189453,0.004686594009399414
6,3,4.974583864212036,-34.79908638000488,0.875992476940155,0.4518205225467682,0.4901987314224243,0.06495244055986404,4.973727464675903,0.9336395263671875,0.0008347034454345703,3.953486680984497,0.042716026306152344,0.0,0.027476072311401367,0.004282474517822266
7,1,14.200013160705566,-266.1188659667969,0.9545465111732483,0.64861661195755,0.45887380838394165,0.04461328312754631,14.198622703552246,1.0771479606628418,0.0013685226440429688,13.02341628074646,0.04332590103149414,0.0,0.02819657325744629,0.014272689819335938
7,2,14.07926607131958,-267.77967834472656,0.9953322410583496,0.6480149626731873,0.426348477602005,0.04462338984012604,14.077876806259155,1.0657737255096436,0.0013647079467773438,12.913270950317383,0.044171810150146484,0.0,0.028037071228027344,0.014139652252197266
7,3,14.391743183135986,-245.99476928710936,0.9753496646881104,0.6486698389053345,0.48623350262641907,0.04963216558098793,14.390293836593628,1.078777551651001,0.00142669677734375,13.212131261825562,0.04439496994018555,0.0,0.02823352813720703,0.014145135879516602
