k,s,total_time_seconds,best_log_likelihood,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,transfer_pcie,warm_up_mcmc_cpu
1,26,4.26328182220459,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.262237548828125,2.9013137817382812,0.001005411148071289,1.097139835357666,0.11307334899902344,0.09347724914550781,0.0010161399841308594
1,27,4.2409937381744385,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.239923000335693,2.890218734741211,0.0010342597961425781,1.0904741287231445,0.11034274101257324,0.09258747100830078,0.0010139942169189453
1,28,4.329321622848511,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.328308582305908,2.8844165802001953,0.0009832382202148438,1.1856269836425781,0.10944318771362305,0.09224724769592285,0.001165151596069336
1,29,4.353479623794556,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.352463483810425,2.894551992416382,0.000990152359008789,1.1983919143676758,0.10989713668823242,0.0928192138671875,0.0011477470397949219
1,30,4.35598087310791,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,4.354968309402466,2.9004759788513184,0.0009853839874267578,1.1946191787719727,0.10995817184448242,0.09325766563415527,0.0011417865753173828
2,1,4.658288955688477,-5.530352592468262,0.9998999834060669,0.741948664188385,0.48178985714912415,9.999999747378752e-05,4.657362937927246,2.8971571922302246,0.0009005069732666016,1.5389127731323242,0.09156656265258789,0.0803990364074707,0.0015459060668945312
2,2,4.70585036277771,-4.838960647583008,0.9998999834060669,0.5453115701675415,0.5452326536178589,9.999999747378752e-05,4.704896450042725,2.884073495864868,0.0009286403656005859,1.6017935276031494,0.0920875072479248,0.07855701446533203,0.0016336441040039062
2,3,4.244673490524292,-0.0004000663757324219,0.9998999834060669,0.9998999834060669,9.999999747378752e-05,9.999999747378752e-05,4.243664741516113,2.891793727874756,0.000982046127319336,1.0926380157470703,0.11041784286499023,0.09264087677001953,0.001008749008178711
2,4,4.478989601135254,-3.50988450050354,0.9998999834060669,9.999999747378752e-05,0.7889751195907593,0.2746804356575012,4.478028297424316,2.878391981124878,0.0009381771087646484,1.3786792755126953,0.09136414527893066,0.08162641525268555,0.0013971328735351562
2,5,5.2540061473846436,-7.791025161743164,0.9998999834060669,0.43272173404693604,0.9998999834060669,0.4447823762893677,5.253064870834351,2.82849383354187,0.0009174346923828125,2.2096259593963623,0.09044098854064941,0.07621335983276367,0.002173900604248047
2,6,4.474487543106079,-4.838961124420166,0.5452684760093689,0.9998999834060669,9.999999747378752e-05,0.5452283620834351,4.473562002182007,2.8965442180633545,0.0009021759033203125,1.3573215007781982,0.09046125411987305,0.08017563819885254,0.0014870166778564453
2,7,5.058799505233765,-6.9238104820251465,0.9998999834060669,0.9998999834060669,0.4550189971923828,0.19019679725170135,5.057847023010254,2.856236219406128,0.0009243488311767578,1.9850082397460938,0.09121203422546387,0.07663202285766602,0.0020461082458496094
2,8,5.227693557739258,-4.526303958892822,0.9998999834060669,0.6223927736282349,0.7360033392906189,9.999999747378752e-05,5.226759672164917,2.839308977127075,0.0009083747863769531,2.171360492706299,0.09081435203552246,0.07632708549499512,0.002162933349609375
2,9,4.300215005874634,-0.0004000663757324219,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,9.999999747378752e-05,4.299207925796509,2.8965890407562256,0.0009799003601074219,1.1421823501586914,0.11026954650878906,0.09257102012634277,0.001068115234375
2,10,5.2870917320251465,-4.115541934967041,0.9998999834060669,0.7418941259384155,0.9998999834060669,9.999999747378752e-05,5.286151885986328,2.8152554035186768,0.00091552734375,2.2559218406677246,0.09091615676879883,0.0752410888671875,0.0022923946380615234
2,11,4.970190763473511,-7.791919231414795,0.9998999834060669,0.5152488350868225,0.6538703441619873,0.20517487823963165,4.969277381896973,2.805924654006958,0.0008900165557861328,1.9479756355285645,0.09086275100708008,0.07662034034729004,0.001980304718017578
2,12,4.364972352981567,-3.7933530807495117,0.9998999834060669,9.999999747378752e-05,0.9998999834060669,0.2393127828836441,4.364041805267334,2.876681327819824,0.0009045600891113281,1.2671477794647217,0.09110450744628906,0.08067822456359863,0.0012655258178710938
2,13,5.1511547565460205,-6.930006980895996,0.9998999834060669,0.7279114723205566,0.5452375411987305,0.2194482982158661,5.150205612182617,2.7841265201568604,0.0009238719940185547,2.148547649383545,0.09143424034118652,0.0767967700958252,0.0021042823791503906
2,14,5.132620811462402,-4.500598907470703,0.9996537566184998,0.9998999834060669,0.9997537732124329,9.999999747378752e-05,5.131690263748169,2.751528739929199,0.0009014606475830078,2.162607431411743,0.09158849716186523,0.07705068588256836,0.002210855484008789
2,15,4.656853914260864,-3.7156941890716553,0.9998999834060669,0.24518831074237823,0.8786337971687317,9.999999747378752e-05,4.655909538269043,2.7944164276123047,0.0009202957153320312,1.6404242515563965,0.09154033660888672,0.0813131332397461,0.0016829967498779297
2,16,4.6445839405059814,-6.195045471191406,0.9998999834060669,0.22698070108890533,0.9530171751976013,0.2219129055738449,4.6436567306518555,2.7858917713165283,0.0009036064147949219,1.638582468032837,0.09124922752380371,0.07968497276306152,0.0016474723815917969
2,17,3.5143723487854004,0.0,0.8995499610900879,0.69964998960495,0.4997499883174896,0.19990000128746033,3.5130372047424316,2.6949448585510254,0.0012969970703125,0.46175432205200195,0.143890380859375,0.14148759841918945,0.0003948211669921875
2,18,4.844269752502441,-4.390779495239258,0.8856296539306641,9.999999747378752e-05,0.9998999834060669,0.5149877667427063,4.843347549438477,2.8208024501800537,0.0008985996246337891,1.8062984943389893,0.09111189842224121,0.0766751766204834,0.001997232437133789
2,19,4.318563938140869,-4.397591590881348,0.9998999834060669,0.5810620188713074,0.2653021216392517,9.999999747378752e-05,4.317627191543579,2.812363862991333,0.0009119510650634766,1.2837607860565186,0.09136652946472168,0.08213424682617188,0.0013451576232910156
2,20,4.921081304550171,-4.416009426116943,0.9998999834060669,0.9998999834060669,0.4818080961704254,9.999999747378752e-05,4.920161008834839,2.790806293487549,0.0008955001831054688,1.9107544422149658,0.09175705909729004,0.07845735549926758,0.0020172595977783203
2,21,4.747929811477661,-3.517460751533508,0.9998999834060669,0.7972738742828369,0.2804657518863678,9.999999747378752e-05,4.746991872787476,2.7957403659820557,0.0009145736694335938,1.7330145835876465,0.09090709686279297,0.07891678810119629,0.0017740726470947266
2,22,5.430102586746216,-7.774935722351074,0.9998999834060669,0.9998999834060669,0.4108532965183258,0.4334883987903595,5.429176092147827,2.7849841117858887,0.0009000301361083984,2.4269323348999023,0.09221720695495605,0.07635188102722168,0.0024089813232421875
2,23,5.304250955581665,-6.271464824676514,0.9998999834060669,0.9998999834060669,0.4129232168197632,0.4130772650241852,5.303328514099121,2.7908291816711426,0.0008983612060546875,2.2965970039367676,0.09060978889465332,0.07646989822387695,0.002354860305786133
2,24,5.0290234088897705,-4.27910041809082,0.9998999834060669,0.5045130848884583,0.8387284874916077,9.999999747378752e-05,5.028116703033447,2.778200626373291,0.0008826255798339844,2.034606456756592,0.09092259407043457,0.07564115524291992,0.0020461082458496094
2,25,4.901772975921631,-7.13002872467041,0.9998999834060669,0.5068482160568237,0.5056041479110718,0.24775706231594086,4.90083646774292,2.786881446838379,0.0009124279022216797,1.8975434303283691,0.09152102470397949,0.07686114311218262,0.0019145011901855469
2,26,5.274367809295654,-7.4208784103393555,0.9998999834060669,0.5232570171356201,0.7174119353294373,0.4492904841899872,5.273424863815308,2.787515878677368,0.0009195804595947266,2.2698521614074707,0.09116911888122559,0.07661914825439453,0.0022606849670410156
2,27,5.4779651165008545,-6.7343339920043945,0.9998999834060669,0.7267847061157227,0.9998999834060669,0.16341492533683777,5.477039575576782,2.7898061275482178,0.0009016990661621094,2.4705119132995605,0.09145808219909668,0.07646703720092773,0.0024292469024658203
2,28,5.165732145309448,-7.479312419891357,0.9998999834060669,0.6097108125686646,0.712557852268219,0.23365946114063263,5.164792537689209,2.748161554336548,0.00091552734375,2.199960708618164,0.09165358543395996,0.07656693458557129,0.0021300315856933594
2,29,4.907797336578369,-7.5073771476745605,0.9998999834060669,0.23471249639987946,0.5766210556030273,0.7662441730499268,4.9068825244903564,2.787672758102417,0.0008914470672607422,1.9028279781341553,0.09163022041320801,0.07695960998535156,0.0016946792602539062
2,30,4.391268968582153,-4.7069262027740475,0.9998999834060669,0.26486343145370483,0.1008971706032753,0.2557753920555115,4.390085697174072,3.1415700912475586,0.0011556148529052734,0.9891691207885742,0.11018514633178711,0.09288144111633301,0.0009305477142333984
3,1,6.877715110778809,-20.74960536956787,0.9998999834060669,0.5810419321060181,0.7711430191993713,0.05823274329304695,6.876746654510498,2.9701623916625977,0.0009465217590332031,3.6885790824890137,0.09095597267150879,0.07669997215270996,0.00415349006652832
3,2,6.005810260772705,-15.336006164550781,0.9998999834060669,0.5075237154960632,0.7426931858062744,9.999999747378752e-05,6.004695892333984,2.9555470943450928,0.0010905265808105469,2.8309900760650635,0.09162330627441406,0.07637739181518555,0.0036187171936035156
3,3,7.154210329055786,-17.44154224395752,0.9998999834060669,0.29121172428131104,0.9998999834060669,0.10379446297883987,7.153208494186401,2.938000202178955,0.0009789466857910156,3.9960577487945557,0.0912771224975586,0.07710409164428711,0.004025459289550781
3,4,6.2350640296936035,-23.243474388122557,0.9998999834060669,0.4675673842430115,0.23520706593990326,0.5634574294090271,6.23400354385376,2.944364309310913,0.0010273456573486328,3.0728087425231934,0.09007740020751953,0.07664608955383301,0.0029714107513427734
3,5,9.103678464889526,-28.48847312927246,0.9998999834060669,0.6155601739883423,0.9998999834060669,0.24319766461849213,9.102656841278076,2.9534168243408203,0.0009870529174804688,5.927264451980591,0.09126734733581543,0.0770566463470459,0.006054401397705078
3,6,6.911910533905029,-25.467022132873534,0.9998999834060669,0.2822454869747162,0.7240911722183228,0.41124510765075684,6.910813331604004,2.955284833908081,0.0010652542114257812,3.735564947128296,0.0929861068725586,0.07646012306213379,0.003866434097290039
3,7,6.094782114028931,-16.655710220336914,0.9998999834060669,0.8079095482826233,0.616366446018219,9.999999747378752e-05,6.093719720840454,2.961052417755127,0.001020669937133789,2.9115493297576904,0.09284472465515137,0.07675790786743164,0.0041348934173583984
3,8,6.92721700668335,-22.382381439208984,0.9998999834060669,0.4860830008983612,0.7886743545532227,0.1225581020116806,6.926233530044556,2.9595956802368164,0.0009515285491943359,3.7457315921783447,0.0930166244506836,0.07683467864990234,0.003829479217529297
3,9,6.233566522598267,-17.123745918273926,0.9998999834060669,0.30859071016311646,0.5394980907440186,0.20483624935150146,6.2325873374938965,2.964137315750122,0.0009472370147705078,3.0524682998657227,0.0890810489654541,0.07696223258972168,0.0031769275665283203
3,10,6.1224446296691895,-21.63519401550293,0.9998999834060669,0.46740829944610596,0.3187853991985321,0.3259512484073639,6.12146520614624,2.9511234760284424,0.0009458065032958984,2.9500603675842285,0.09183049201965332,0.07816910743713379,0.0029430389404296875
3,11,6.4746763706207275,-20.65643444061279,0.9998999834060669,0.9041070938110352,0.45900407433509827,0.06655887514352798,6.473689794540405,2.9586191177368164,0.0009527206420898438,3.298078775405884,0.08960890769958496,0.07706117630004883,0.0036754608154296875
3,12,6.001118898391724,-14.825397491455078,0.9998999834060669,0.789044976234436,0.5182347893714905,9.999999747378752e-05,6.000130653381348,2.9600601196289062,0.0009534358978271484,2.821639060974121,0.09138846397399902,0.07645082473754883,0.003840923309326172
3,13,7.864091873168945,-27.087582969665526,0.9998999834060669,0.5469452738761902,0.8129755258560181,0.21601203083992004,7.863088369369507,2.9621834754943848,0.0009701251983642578,4.68009877204895,0.09123873710632324,0.07691049575805664,0.004714488983154297
3,14,6.57046103477478,-22.918153953552245,0.8033162951469421,0.5226791501045227,0.5885842442512512,0.19844715297222137,6.569443225860596,2.9585933685302734,0.0009839534759521484,3.3939783573150635,0.09048247337341309,0.07663488388061523,0.0033855438232421875
3,15,7.221813678741455,-21.596687698364256,0.9998999834060669,0.5312827825546265,0.7836459875106812,0.10750152915716171,7.220821380615234,2.9536502361297607,0.0009601116180419922,4.048554420471191,0.09031367301940918,0.07688188552856445,0.004329681396484375
3,16,7.456929922103882,-17.66978931427002,0.9998999834060669,0.3200148642063141,0.9998999834060669,0.12662822008132935,7.455958127975464,2.951176404953003,0.0009398460388183594,4.287900686264038,0.08917117118835449,0.07679629325866699,0.004526376724243164
3,17,7.521913051605225,-25.635240936279295,0.9998999834060669,0.8015424013137817,0.38803306221961975,0.2821086645126343,7.5209245681762695,2.943896770477295,0.00095367431640625,4.3619303703308105,0.08778595924377441,0.07728910446166992,0.004303932189941406
3,18,6.141547441482544,-18.738523483276367,0.9998999834060669,0.632965087890625,0.4127432107925415,0.10883475840091705,6.140580177307129,2.940868616104126,0.0009338855743408203,2.9871466159820557,0.08683156967163086,0.07664918899536133,0.003295421600341797
3,19,6.1386590003967285,-17.632416343688966,0.9998999834060669,0.18958398699760437,0.8831119537353516,0.17936526238918304,6.13755464553833,2.9397828578948975,0.0010709762573242188,2.9850711822509766,0.08706808090209961,0.0765831470489502,0.0034208297729492188
3,20,6.224083185195923,-17.88130931854248,0.9998999834060669,0.6109146475791931,0.4378127157688141,0.07720326632261276,6.223109006881714,2.9367995262145996,0.0009415149688720703,3.073761463165283,0.08690690994262695,0.07667922973632812,0.003335714340209961
3,21,5.839531183242798,-19.482106590270995,0.9998999834060669,0.4924163818359375,0.10929787904024124,0.6034690141677856,5.838433504104614,2.935389518737793,0.0010671615600585938,2.691298484802246,0.08666086196899414,0.07649683952331543,0.002819061279296875
3,22,6.885354042053223,-21.62087001800537,0.9998999834060669,0.5958314538002014,0.4948769509792328,0.1599002480506897,6.884384393692017,2.9372270107269287,0.0009334087371826172,3.7334389686584473,0.0871741771697998,0.07679271697998047,0.0040378570556640625
3,23,6.861578702926636,-14.494311332702637,0.9998999834060669,0.8880251049995422,0.6278445720672607,9.999999747378752e-05,6.860581636428833,2.9409334659576416,0.0009629726409912109,3.703364849090576,0.08818387985229492,0.07695436477661133,0.005063295364379883
3,24,5.129071950912476,-12.822280502319336,0.9998999834060669,9.999999747378752e-05,0.7417261004447937,0.3310324549674988,5.128108739852905,2.9372658729553223,0.0009300708770751953,1.977734088897705,0.08728575706481934,0.07699728012084961,0.002605915069580078
3,25,6.5031960010528564,-22.74504909515381,0.9998999834060669,0.5122658610343933,0.5290794372558594,0.22675111889839172,6.502216577529907,2.941272258758545,0.0009441375732421875,3.3463878631591797,0.08839535713195801,0.07695603370666504,0.0034799575805664062
3,26,6.405003786087036,-21.258262825012206,0.9998999834060669,0.3703460693359375,0.6654803156852722,0.23616519570350647,6.4040069580078125,2.966543436050415,0.0009641647338867188,3.218968391418457,0.09074616432189941,0.07734322547912598,0.0033102035522460938
3,27,8.180777549743652,-25.720101165771485,0.9998999834060669,0.7788121104240417,0.6458530426025391,0.13956810534000397,8.179759502410889,2.9606361389160156,0.0009839534759521484,4.9973883628845215,0.0909125804901123,0.07839727401733398,0.005136251449584961
3,28,7.1466286182403564,-17.758754158020018,0.9998999834060669,0.7045255303382874,0.5385966897010803,0.050179217010736465,7.145633697509766,2.9386889934539795,0.0009622573852539062,3.992769479751587,0.08724570274353027,0.07679343223571777,0.004302501678466797
3,29,7.225823640823364,-25.40277805328369,0.9998999834060669,0.9998999834060669,0.2625809907913208,0.3153257966041565,7.224843263626099,2.947094202041626,0.0009477138519287109,4.062217712402344,0.08783602714538574,0.07726097106933594,0.004335880279541016
3,30,6.0463643074035645,-17.387294578552247,0.9998999834060669,0.2893369793891907,0.6472637057304382,0.1456180363893509,6.045400381088257,2.941237449645996,0.0009303092956542969,2.8918297290802,0.08682823181152344,0.07664823532104492,0.003203868865966797
4,1,10.33057713508606,-74.5520851135254,0.7906944751739502,0.8920256495475769,0.6549321413040161,0.11232362687587738,10.329469680786133,3.122954845428467,0.0010750293731689453,6.989372491836548,0.0869758129119873,0.07651019096374512,0.0077817440032958984
4,2,9.680009365081787,-67.00099067687988,0.9800156950950623,0.5919094681739807,0.6286248564720154,0.12143560498952866,9.6789231300354,3.0387213230133057,0.001062631607055664,6.425167798995972,0.08899116516113281,0.07532262802124023,0.006643772125244141
4,3,8.997353076934814,-69.67501296997071,0.9998999834060669,0.6463029384613037,0.21614386141300201,0.442997008562088,8.996193647384644,3.2699663639068604,0.0011336803436279297,5.506658554077148,0.0922236442565918,0.07534909248352051,0.005707979202270508
4,4,11.79989218711853,-86.45722122192383,0.9998999834060669,0.5838732123374939,0.5587307214736938,0.32669708132743835,11.798762559890747,3.217313528060913,0.0011072158813476562,8.363688707351685,0.08942794799804688,0.07513642311096191,0.00827789306640625
4,5,11.182722330093384,-74.3854606628418,0.9998999834060669,0.7447880506515503,0.5424705147743225,0.1073354184627533,11.181569814682007,3.256275177001953,0.0011277198791503906,7.701769590377808,0.09430217742919922,0.0748600959777832,0.007728099822998047
4,6,10.481684923171997,-60.651690292358396,0.9998999834060669,0.5517564415931702,0.6691551804542542,0.09901350736618042,10.48050045967102,3.233800172805786,0.001154184341430664,7.02897047996521,0.08951902389526367,0.07565617561340332,0.007493495941162109
4,7,10.225122213363647,-56.389377212524415,0.9998999834060669,0.4419349730014801,0.726482093334198,0.10704567283391953,10.224055290222168,3.229233503341675,0.001043081283569336,6.777736186981201,0.08913016319274902,0.07583141326904297,0.007315635681152344
4,8,9.897887468338013,-54.06499481201172,0.9998999834060669,0.773995041847229,0.48915764689445496,0.04107574746012688,9.896813154220581,3.233478546142578,0.001049041748046875,6.4484734535217285,0.08840775489807129,0.07482218742370605,0.007102489471435547
4,9,9.404252529144287,-62.197753524780275,0.8669686913490295,0.7860556244850159,0.4915807545185089,0.1312645971775055,9.40319561958313,3.223287343978882,0.0010328292846679688,5.966108560562134,0.08804917335510254,0.07482004165649414,0.006278038024902344
4,10,12.211913347244263,-75.60316772460938,0.9998999834060669,0.7546702027320862,0.6064517498016357,0.1393139511346817,12.21077847480774,3.2202112674713135,0.0011086463928222656,8.773914098739624,0.08831667900085449,0.07455158233642578,0.009043455123901367
4,11,9.435444831848145,-49.57352256774902,0.8781163692474365,0.7460206151008606,0.6827338337898254,0.044989462941884995,9.434337854385376,3.2408652305603027,0.001081228256225586,5.974239110946655,0.09118008613586426,0.07569384574890137,0.006536960601806641
4,12,10.037393569946289,-50.47808837890625,0.8984116911888123,0.6952299475669861,0.7762490510940552,9.999999747378752e-05,10.036291122436523,3.2362284660339355,0.001077890396118164,6.580701112747192,0.09133291244506836,0.07527017593383789,0.007359743118286133
4,13,11.015777111053467,-81.4137565612793,0.9998999834060669,0.7250983715057373,0.4131034016609192,0.31017234921455383,11.014631748199463,3.148496627807617,0.0011110305786132812,7.643672704696655,0.09183454513549805,0.07621335983276367,0.0075702667236328125
4,14,10.671807289123535,-79.54081115722656,0.9998999834060669,0.6049535274505615,0.5308892726898193,0.2612878978252411,10.670698881149292,3.1530511379241943,0.0010759830474853516,7.294205904006958,0.09196352958679199,0.07733535766601562,0.007184505462646484
4,15,9.451307535171509,-62.37817039489746,0.7171017527580261,0.6116278767585754,0.9180362820625305,0.08045370131731033,9.449919939041138,3.152466058731079,0.0013539791107177734,6.073224067687988,0.09232425689697266,0.07770133018493652,0.006545066833496094
4,16,9.282238006591797,-80.49951858520508,0.9998999834060669,0.4754675328731537,0.3718981146812439,0.5002835392951965,9.281034708023071,3.1402580738067627,0.0011713504791259766,5.919338226318359,0.09155392646789551,0.07723760604858398,0.005942583084106445
4,17,10.164491176605225,-73.0574562072754,0.9998999834060669,0.5556716918945312,0.5457032322883606,0.23583059012889862,10.163372993469238,3.1396923065185547,0.0010786056518554688,6.80009388923645,0.0921940803527832,0.0772099494934082,0.0067920684814453125
4,18,11.478490352630615,-70.5309844970703,0.9998999834060669,0.7323266267776489,0.5381872653961182,0.14533637464046478,11.477357864379883,3.141120195388794,0.0011000633239746094,8.112900018692017,0.09122133255004883,0.07714986801147461,0.008237600326538086
4,19,9.273803472518921,-55.889502716064456,0.9998999834060669,0.6185212135314941,0.5248178243637085,0.08142326027154922,9.272744417190552,3.145382881164551,0.0010259151458740234,5.905673503875732,0.09092092514038086,0.0776512622833252,0.006043195724487305
4,20,9.832725763320923,-64.91853752136231,0.9998999834060669,0.6520624160766602,0.5178446769714355,0.13459335267543793,9.831647157669067,3.1521568298339844,0.0010459423065185547,6.4570698738098145,0.09175825119018555,0.07707810401916504,0.006738901138305664
4,21,9.358270406723022,-67.4230972290039,0.8516584038734436,0.8711082339286804,0.7305758595466614,0.053150251507759094,9.3571617603302,3.165285587310791,0.0010833740234375,5.970609188079834,0.09106564521789551,0.0765695571899414,0.007688760757446289
4,22,10.343703031539917,-69.21060409545899,0.9998999834060669,0.6221362352371216,0.5251779556274414,0.18573914468288422,10.342563390731812,3.153723955154419,0.0011055469512939453,6.959566354751587,0.09690737724304199,0.07755017280578613,0.006849527359008789
4,23,8.874582052230835,-65.04575576782227,0.9998999834060669,0.5058360695838928,0.35432004928588867,0.34495314955711365,8.87333345413208,3.1450510025024414,0.001226186752319336,5.501648664474487,0.09648418426513672,0.07687973976135254,0.0055348873138427734
4,24,8.866096019744873,-50.56162948608399,0.9681205153465271,0.5754103064537048,0.6566023826599121,0.033381927758455276,8.864952325820923,3.141597270965576,0.0011186599731445312,5.494637489318848,0.09616804122924805,0.07703733444213867,0.006067514419555664
