k,s,total_time_seconds,best_log_likelihood,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,transfer_pcie,warm_up_mcmc_cpu
1,1,6.576003074645996,-0.0004000663757324219,5.527829170227051,2.9319140911102295,1.0481607913970947,1.021714687347412,0.15447616577148438,0.1075594425201416,1.25594162940979
1,2,4.163694143295288,-0.0004000663757324219,4.162607431411743,2.819624185562134,0.0010504722595214844,1.0903871059417725,0.10345959663391113,0.09254264831542969,0.0010743141174316406
1,3,3.511352777481079,0.0,3.510254144668579,2.711966037750244,0.0010502338409423828,0.45333218574523926,0.1393883228302002,0.13422513008117676,0.0002932548522949219
1,4,3.523435115814209,0.0,3.521977186203003,2.705490827560425,0.0014188289642333984,0.4608283042907715,0.14136743545532227,0.1387500762939453,0.0004286766052246094
1,5,3.527742862701416,0.0,3.5262763500213623,2.7124955654144287,0.0014312267303466797,0.4624919891357422,0.14114069938659668,0.13859128952026367,0.00039649009704589844
1,6,4.254832983016968,-0.0004000663757324219,4.253416061401367,2.9078285694122314,0.0013859272003173828,1.0873239040374756,0.10805988311767578,0.09292888641357422,0.0013895034790039062
1,7,4.355461597442627,-0.0004000663757324219,4.352287769317627,2.905168294906616,0.003139019012451172,1.1865177154541016,0.1082768440246582,0.09319210052490234,0.001140594482421875
1,8,3.575524091720581,0.0,3.572223663330078,2.753878355026245,0.003259897232055664,0.4644033908843994,0.14189600944519043,0.13956356048583984,0.00025177001953125
1,9,3.527116298675537,0.0,3.5236048698425293,2.708371162414551,0.0034651756286621094,0.4618208408355713,0.14187097549438477,0.1393885612487793,0.00043320655822753906
1,10,4.31068754196167,-0.0004000663757324219,4.307357549667358,2.910475969314575,0.0033004283905029297,1.136497974395752,0.10799431800842285,0.09325909614562988,0.0014834403991699219
1,11,4.247461795806885,-0.0004000663757324219,4.243700265884399,2.8992533683776855,0.003734588623046875,1.089737892150879,0.10584497451782227,0.09247493743896484,0.001027822494506836
1,12,4.343902349472046,-0.0004000663757324219,4.340752363204956,2.895451545715332,0.0031232833862304688,1.1906163692474365,0.1059257984161377,0.09234786033630371,0.0011310577392578125
1,13,3.5471065044403076,-0.0004000663757324219,3.543789863586426,2.355461597442627,0.0032930374145507812,0.9574034214019775,0.0960841178894043,0.08518648147583008,0.0010366439819335938
1,14,3.8061625957489014,-0.0004000663757324219,3.80338716506958,2.5933825969696045,0.0027472972869873047,0.9743030071258545,0.09859728813171387,0.0859518051147461,0.0008800029754638672
1,15,3.5317327976226807,0.0,3.5284101963043213,2.722912549972534,0.003286123275756836,0.4576451778411865,0.1400923728942871,0.13761520385742188,0.0002944469451904297
1,16,4.268287420272827,-0.0004000663757324219,4.264860153198242,2.9065017700195312,0.003388643264770508,1.095503330230713,0.10954713821411133,0.09344625473022461,0.0014050006866455078
1,17,4.2658445835113525,-0.0004000663757324219,4.262418031692505,2.9114272594451904,0.00339508056640625,1.089148998260498,0.10898041725158691,0.09428548812866211,0.0010268688201904297
1,18,4.250103712081909,-0.0004000663757324219,4.247019052505493,2.89945650100708,0.003056764602661133,1.0912110805511475,0.10666060447692871,0.09299397468566895,0.001012563705444336
1,19,3.5620670318603516,0.0,3.5585455894470215,2.7450671195983887,0.003486156463623047,0.46456217765808105,0.13926935195922852,0.13958072662353516,0.0003046989440917969
