k,s,total_time_seconds,best_log_likelihood,peak_vram_mb,P00,P01,P10,P11,full_fit,gradient_gpu,init_cpu_gpu,mcmc_cpu,optimizer_gpu,peak_vram_mb,transfer_pcie,warm_up_mcmc_cpu
1,1,7.167140483856201,-0.001953125,0.01806640625,0.9990234375,0.9990234375,0.00010001659393310547,0.00010001659393310547,6.161253929138184,2.995915651321411,1.0056674480438232,0.9585206508636475,0.16933441162109375,0.01806640625,0.40515637397766113,1.3984794616699219
1,2,4.365772724151611,-0.001953125,0.0283203125,0.9990234375,0.9990234375,0.00010001659393310547,0.00010001659393310547,4.355892658233643,2.7739670276641846,0.009653091430664062,0.9376111030578613,0.1004781723022461,0.0283203125,0.34406471252441406,0.0008962154388427734
1,3,4.676121711730957,0.0,0.0283203125,0.9990234375,0.9990234375,0.00010001659393310547,0.9990234375,4.658095359802246,2.7979135513305664,0.017813444137573242,1.125591516494751,0.10042071342468262,0.0283203125,0.39743947982788086,0.0010881423950195312
1,4,4.634190797805786,0.0,0.0283203125,0.9990234375,0.9990234375,0.00010001659393310547,0.9990234375,4.631208896636963,2.816202402114868,0.0027778148651123047,1.1270198822021484,0.1007843017578125,0.0283203125,0.36812806129455566,0.0011034011840820312
1,5,4.357180118560791,-0.001953125,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.9990234375,4.354195594787598,2.98429012298584,0.0027353763580322266,0.6026566028594971,0.11489653587341309,0.0283203125,0.43163156509399414,0.0004429817199707031
1,6,4.672353029251099,0.0,0.0283203125,0.9990234375,0.9990234375,0.00010001659393310547,0.9990234375,4.669167995452881,2.8605871200561523,0.0029752254486083984,1.1328380107879639,0.10127043724060059,0.0283203125,0.3584878444671631,0.0013582706451416016
1,7,4.367769241333008,-0.001953125,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.9990234375,4.36489725112915,3.0249171257019043,0.0026199817657470703,0.6048264503479004,0.11574316024780273,0.0283203125,0.4117426872253418,0.0004661083221435547
1,8,4.353630304336548,-0.001953125,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.9990234375,4.3505260944366455,2.9803884029388428,0.002858877182006836,0.6016771793365479,0.11449837684631348,0.0283203125,0.43251872062683105,0.0005462169647216797
1,9,4.350544214248657,-0.001953125,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.9990234375,4.347487926483154,2.9797706604003906,0.002807140350341797,0.6031007766723633,0.11462712287902832,0.0283203125,0.4257161617279053,0.0005419254302978516
1,10,4.352557182312012,-0.001953125,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.9990234375,4.348357677459717,2.987816572189331,0.0037338733673095703,0.607367992401123,0.11476969718933105,0.0283203125,0.41860055923461914,0.0005917549133300781
2,1,5.3867926597595215,-5.22265625,0.0283203125,0.9990234375,0.7470703125,0.00010001659393310547,0.7392578125,5.370416164398193,3.047616720199585,0.016173601150512695,1.5978622436523438,0.10057973861694336,0.0283203125,0.3913304805755615,0.0016405582427978516
2,2,5.0397868156433105,-4.45,0.0283203125,0.9990234375,0.80126953125,0.00010001659393310547,0.57177734375,5.037001609802246,3.037249803543091,0.0025844573974609375,1.3331196308135986,0.10097241401672363,0.0283203125,0.3569328784942627,0.001283884048461914
2,3,5.3031675815582275,-5.2265625,0.0283203125,0.9990234375,0.00010001659393310547,0.74072265625,0.7431640625,5.299151659011841,3.0397543907165527,0.003813028335571289,1.5340297222137451,0.10123038291931152,0.0283203125,0.392592191696167,0.001581430435180664
2,4,5.211178541183472,-3.744140625,0.0283203125,0.9990234375,0.00010001659393310547,0.6162109375,0.60693359375,5.2083399295806885,3.0412867069244385,0.0026280879974365234,1.4300599098205566,0.10133767127990723,0.0283203125,0.40382862091064453,0.0014369487762451172
2,5,4.946207284927368,-4.8359375,0.0283203125,0.9990234375,0.54541015625,0.00010001659393310547,0.5419921875,4.943322658538818,3.0398788452148438,0.002657651901245117,1.1382482051849365,0.10031914710998535,0.0283203125,0.4221656322479248,0.0011627674102783203
2,6,4.633352518081665,-1.32421875,0.0283203125,0.9990234375,0.00010001659393310547,0.00010001659393310547,0.71240234375,4.630470037460327,3.2088074684143066,0.0026314258575439453,0.6788275241851807,0.1129298210144043,0.0283203125,0.4183473587036133,0.0005190372467041016
2,7,5.154804944992065,-4.2734375,0.0283203125,0.9990234375,0.50390625,0.00010001659393310547,0.8388671875,5.151407241821289,3.049368381500244,0.0031728744506835938,1.3560187816619873,0.10076904296875,0.0283203125,0.40645408630371094,0.0017054080963134766
2,8,4.7516772747039795,-3.79296875,0.0283203125,0.9990234375,0.240478515625,0.00010001659393310547,0.9970703125,4.748797416687012,3.0405101776123047,0.002652406692504883,1.02193021774292,0.10095024108886719,0.0283203125,0.3815634250640869,0.0009779930114746094
2,9,5.024035930633545,-4.28125,0.0283203125,0.9990234375,0.00010001659393310547,0.5029296875,0.849609375,5.02116322517395,3.0422065258026123,0.0026531219482421875,1.2495734691619873,0.10148143768310547,0.0283203125,0.39928746223449707,0.001287221908569336
2,10,4.646283388137817,-3.734375,0.0283203125,0.9990234375,0.2425537109375,0.00010001659393310547,0.91552734375,4.628299236297607,3.0348727703094482,0.01776742935180664,0.8780417442321777,0.10061860084533691,0.0283203125,0.40456151962280273,0.0008318424224853516
3,2,6.45262336730957,-17.5875,0.0283203125,0.9990234375,0.26416015625,0.1497802734375,0.9990234375,6.4497904777526855,3.27260160446167,0.0026159286499023438,2.377985954284668,0.10110616683959961,0.0283203125,0.48068761825561523,0.0024225711822509766
3,3,5.774893522262573,-12.390625,0.0283203125,0.9990234375,0.00010001659393310547,0.41943359375,0.69873046875,5.772017240524292,3.2562196254730225,0.0026705265045166016,1.8145043849945068,0.10041666030883789,0.0283203125,0.366957426071167,0.002064228057861328
3,4,7.280375957489014,-20.75625,0.0283203125,0.9990234375,0.06475830078125,0.755859375,0.6943359375,7.262369632720947,3.287966728210449,0.017789840698242188,3.1235544681549072,0.10186553001403809,0.0283203125,0.49153566360473633,0.003662109375
3,5,5.782814025878906,-14.07890625,0.0283203125,0.9990234375,0.00010001659393310547,0.412109375,0.8623046875,5.779726505279541,3.2127981185913086,0.0028810501098632812,1.8774752616882324,0.10048723220825195,0.0283203125,0.363736629486084,0.002122640609741211
3,6,6.976377964019775,-21.725,0.0283203125,0.9990234375,0.1434326171875,0.458251953125,0.81787109375,6.973252058029175,3.252180814743042,0.0029168128967285156,2.897461414337158,0.10082244873046875,0.0283203125,0.4842376708984375,0.003103971481323242
3,7,7.042389392852783,-22.9578125,0.0283203125,0.9990234375,0.276611328125,0.3798828125,0.53173828125,7.039526462554932,3.3002185821533203,0.00261688232421875,2.915860652923584,0.10076379776000977,0.0283203125,0.49070072174072266,0.0028917789459228516
3,8,5.362717151641846,-10.409375,0.0283203125,0.9990234375,0.00010001659393310547,0.26611328125,0.76123046875,5.359774351119995,3.2407684326171875,0.002725362777709961,1.3865623474121094,0.1013946533203125,0.0283203125,0.40839695930480957,0.0014641284942626953
3,9,5.316122770309448,-12.63046875,0.0283203125,0.9990234375,0.2802734375,0.032135009765625,0.6953125,5.313225269317627,3.220900058746338,0.0026891231536865234,1.3617563247680664,0.10044670104980469,0.0283203125,0.40009641647338867,0.0013544559478759766
3,10,5.05824875831604,-9.3484375,0.0283203125,0.9990234375,0.1805419921875,0.00010001659393310547,0.818359375,5.0549843311309814,3.199439764022827,0.0030667781829833984,1.0999155044555664,0.10079097747802734,0.0283203125,0.43499112129211426,0.0011000633239746094
4,1,7.240889072418213,-46.2875,0.0283203125,0.9990234375,0.110595703125,0.2186279296875,0.94140625,7.237835645675659,3.464146852493286,0.0028264522552490234,2.9520328044891357,0.10085248947143555,0.0283203125,0.4914438724517822,0.0031812191009521484
4,2,7.023042440414429,-44.996875,0.0283203125,0.9990234375,0.260009765625,0.09503173828125,0.8115234375,7.0187461376190186,3.240649461746216,0.0040667057037353516,2.9410786628723145,0.1007072925567627,0.0283203125,0.4854848384857178,0.003152608871459961
4,3,7.616143465042114,-57.23125,0.0283203125,0.9990234375,0.292236328125,0.1312255859375,0.947265625,7.613161087036133,3.068857431411743,0.0027828216552734375,3.781224250793457,0.10018730163574219,0.0283203125,0.4235706329345703,0.004093170166015625
4,4,8.996954679489136,-71.25625,0.0283203125,0.9990234375,0.248046875,0.380615234375,0.7724609375,8.995152711868286,2.95732045173645,0.0015878677368164062,5.236571311950684,0.09987592697143555,0.0283203125,0.5508811473846436,0.005852699279785156
4,5,6.215140104293823,-47.26875,0.0283203125,0.9990234375,0.1279296875,0.2470703125,0.83349609375,6.212089538574219,2.63928484916687,0.002839803695678711,2.905975103378296,0.09762024879455566,0.0283203125,0.48645639419555664,0.003396749496459961
4,6,7.595186710357666,-52.415625,0.0283203125,0.9990234375,0.1629638671875,0.2288818359375,0.9990234375,7.592214107513428,3.1217193603515625,0.0027663707733154297,3.7450952529907227,0.09970378875732422,0.0283203125,0.43788862228393555,0.004015207290649414
4,7,7.556936740875244,-49.653125,0.0283203125,0.9990234375,0.1806640625,0.20068359375,0.84326171875,7.553761005401611,3.464808940887451,0.0029671192169189453,3.170400619506836,0.10089659690856934,0.0283203125,0.5438840389251709,0.003507375717163086
4,8,6.964177131652832,-31.296875,0.0283203125,0.9990234375,0.00010001659393310547,0.29345703125,0.9990234375,6.961164712905884,3.4596264362335205,0.0028104782104492188,2.6472771167755127,0.10071158409118652,0.0283203125,0.5347616672515869,0.0032334327697753906
4,9,7.904595851898193,-48.7875,0.0283203125,0.9990234375,0.2152099609375,0.195556640625,0.72705078125,7.888689279556274,3.475219488143921,0.01569390296936035,3.575079917907715,0.10091376304626465,0.0283203125,0.48224544525146484,0.003617525100708008
4,10,8.059969663619995,-51.025,0.0283203125,0.9990234375,0.3408203125,0.10809326171875,0.720703125,8.057050704956055,3.479779005050659,0.0027022361755371094,3.712575674057007,0.10075116157531738,0.0283203125,0.49638986587524414,0.003953695297241211
5,1,9.158921003341675,-130.90625,0.0283203125,0.9990234375,0.281982421875,0.15771484375,0.71337890625,9.155498504638672,3.532186508178711,0.0031833648681640625,4.625074625015259,0.1008305549621582,0.0283203125,0.6175873279571533,0.005143165588378906
5,2,10.236115455627441,-149.075,0.0283203125,0.9990234375,0.2125244140625,0.297607421875,0.66015625,10.232647180557251,3.7339773178100586,0.003244638442993164,5.566910982131958,0.10203957557678223,0.0283203125,0.5720376968383789,0.0062062740325927734
5,3,10.124317169189453,-156.8125,0.0283203125,0.9990234375,0.332275390625,0.1585693359375,0.763671875,10.120879411697388,3.5941972732543945,0.0032317638397216797,5.629926919937134,0.10006117820739746,0.0283203125,0.5297040939331055,0.006287336349487305
5,4,9.476481914520264,-150.1875,0.0283203125,0.9990234375,0.184814453125,0.3935546875,0.59716796875,9.473332405090332,2.9096927642822266,0.002937793731689453,5.5854856967926025,0.09769797325134277,0.0283203125,0.5475790500640869,0.005861759185791016
5,5,7.9616615772247314,-117.7625,0.0283203125,0.9990234375,0.27001953125,0.1492919921875,0.69091796875,7.958581924438477,2.8748021125793457,0.0028808116912841797,4.180300951004028,0.09835577011108398,0.0283203125,0.49839210510253906,0.004851341247558594
5,6,9.188533306121826,-133.7,0.0283203125,0.9990234375,0.18359375,0.290283203125,0.65869140625,9.18552017211914,3.419247627258301,0.0027976036071777344,4.81593918800354,0.1000204086303711,0.0283203125,0.587249755859375,0.00547337532043457
5,7,8.742061138153076,-124.8125,0.0283203125,0.9990234375,0.19140625,0.208984375,0.7548828125,8.738735675811768,3.620285987854004,0.003121614456176758,4.23274827003479,0.10036206245422363,0.0283203125,0.5138435363769531,0.0047588348388671875
5,8,8.564582824707031,-127.31875,0.0283203125,0.9990234375,0.2034912109375,0.27197265625,0.62255859375,8.561553955078125,3.002375602722168,0.002817869186401367,4.5851147174835205,0.09841322898864746,0.0283203125,0.5738377571105957,0.0051500797271728516
5,9,9.610722780227661,-125.8875,0.0283203125,0.9990234375,0.1722412109375,0.30859375,0.62060546875,9.607641696929932,3.589437961578369,0.0028688907623291016,5.0532004833221436,0.1011207103729248,0.0283203125,0.6093242168426514,0.005628108978271484
5,10,11.26809048652649,-167.3875,0.0283203125,0.9990234375,0.323486328125,0.2685546875,0.62841796875,11.264950513839722,3.7681660652160645,0.002925872802734375,6.57539176940918,0.10342240333557129,0.0283203125,0.577862024307251,0.006941556930541992
6,1,10.58508825302124,-341.45,0.02880859375,0.9990234375,0.1182861328125,0.31298828125,0.75048828125,10.581255912780762,3.9890921115875244,0.0036225318908691406,6.230945348739624,0.10213375091552734,0.02880859375,0.16241836547851562,0.007102012634277344
6,2,12.681621551513672,-424.8,0.02880859375,0.9990234375,0.27294921875,0.2578125,0.701171875,12.67798399925232,4.02773118019104,0.003429889678955078,8.239631414413452,0.10194802284240723,0.02880859375,0.20152497291564941,0.009431123733520508
6,3,4.8930065631866455,-33.153125,0.02880859375,0.9990234375,0.08203125,0.00010001659393310547,0.6826171875,4.890123128890991,3.633941888809204,0.002694368362426758,0.9303252696990967,0.10190248489379883,0.02880859375,0.1480576992034912,0.000965118408203125
6,4,4.834710597991943,-30.1234375,0.02880859375,0.9990234375,0.06219482421875,0.00010001659393310547,0.7021484375,4.831660747528076,3.636519193649292,0.0028433799743652344,0.8713817596435547,0.10202646255493164,0.02880859375,0.14583516120910645,0.0008590221405029297
