k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
15,12,589.89,-2506032.842,0.8796,0.4776,0.548,0.4187
15,13,581.06,-2502941.4069,0.8836,0.4743,0.544,0.4217
16,1,839.41,-6157227.3052,0.8725,0.4847,0.5566,0.4114
16,2,846.01,-6157852.9012,0.8725,0.4844,0.5564,0.4121
16,3,842.75,-6159019.4129,0.8728,0.4858,0.5577,0.4113
16,4,835.74,-6157546.6528,0.8722,0.4838,0.5556,0.4121
16,5,838.56,-6161934.3886,0.8714,0.4849,0.5574,0.4117
16,6,840.76,-6159610.3912,0.8718,0.4842,0.5565,0.4115
16,7,835.09,-6161702.1775,0.8716,0.4852,0.5583,0.4114
16,8,829.95,-6158379.1853,0.8721,0.4837,0.5568,0.4115
16,9,833.78,-6158464.1156,0.8715,0.4847,0.5571,0.4105
16,10,836.63,-6158646.9629,0.871,0.4856,0.5564,0.4107
16,11,836.34,-6156809.3411,0.8718,0.485,0.5562,0.4113
17,1,1367.18,-15091376.7112,0.8599,0.495,0.5678,0.4024
17,2,1352.74,-15089351.8881,0.8591,0.4954,0.5684,0.401
17,3,1352.94,-15087668.179,0.8594,0.4956,0.5679,0.4017
17,4,1411.31,-15087982.8409,0.86,0.4949,0.5675,0.4018
17,5,1321.17,-15093872.566,0.8595,0.495,0.5677,0.4023
17,6,1326.13,-15090547.7335,0.8603,0.4952,0.568,0.4023
17,7,1336.77,-15092560.5627,0.8586,0.4955,0.5685,0.4009
17,8,1330.28,-15092304.3188,0.8595,0.4952,0.5679,0.4022
18,1,2431.01,-36885406.2235,0.846,0.5056,0.5774,0.3948
18,2,2431.03,-36887505.7235,0.8459,0.5055,0.5777,0.3947
18,3,2419.47,-36888255.0703,0.847,0.5052,0.5768,0.3957
18,4,2356.07,-36890648.2999,0.846,0.5059,0.5777,0.395
18,5,2376.12,-36886103.5617,0.8468,0.505,0.5771,0.3954
18,6,2360.57,-36887877.5901,0.8464,0.5054,0.5773,0.3952
19,1,4955.69,-89996946.8381,0.8313,0.5152,0.584,0.3938
19,2,5014.08,-89994289.3989,0.8315,0.5146,0.5839,0.3939
19,3,4654.12,-89992380.7329,0.8314,0.5155,0.5842,0.3932
19,4,4672.89,-89993825.0987,0.8309,0.5152,0.5836,0.3941
20,1,10160.89,-219612054.331,0.8103,0.5251,0.5883,0.3999
20,2,9981.37,-219666151.402,0.8098,0.5252,0.589,0.4005
