k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
10,19,164.07,-23282.6051,0.9834,0.5242,0.594,0.2199
10,20,158.15,-23238.0099,0.9683,0.5447,0.5976,0.211
10,21,159.36,-23170.835,0.9743,0.5393,0.5952,0.2127
10,22,164.38,-23343.1043,0.9777,0.5348,0.5863,0.2227
10,23,176.65,-23334.2986,0.9942,0.5196,0.5776,0.2307
10,24,167.75,-23272.484,0.991,0.5202,0.5808,0.2296
10,25,164.39,-23325.0065,0.983,0.5282,0.5891,0.2229
10,26,156.24,-23171.8179,0.974,0.5442,0.5899,0.2133
10,27,161.59,-23246.1445,0.9792,0.5381,0.5834,0.2205
10,28,161.15,-23002.4138,0.9895,0.5246,0.5823,0.2061
10,29,162.33,-23080.3336,0.9871,0.5293,0.5874,0.2174
10,30,160.69,-23218.7878,0.9785,0.5357,0.5896,0.217
11,1,193.63,-58078.3997,0.987,0.5333,0.5888,0.2143
11,2,194.99,-58398.9486,0.9807,0.534,0.5911,0.217
11,3,198.04,-58186.1877,0.9872,0.5348,0.5833,0.2176
11,4,197.27,-58389.2124,0.9821,0.5338,0.5882,0.2191
11,5,197.13,-58141.8592,0.9885,0.5327,0.5827,0.2189
11,6,195.37,-58352.0566,0.9814,0.5368,0.5875,0.2174
11,7,185.5,-57895.6051,0.9763,0.5437,0.5957,0.2065
11,8,195.45,-58049.0763,0.988,0.533,0.5855,0.216
11,9,195.65,-58437.3391,0.9824,0.5322,0.5881,0.2203
11,10,198.16,-58248.6738,0.99,0.5282,0.5807,0.2239
11,11,191.55,-58271.0195,0.9827,0.5327,0.5908,0.2164
11,12,188.36,-58175.1839,0.9747,0.5446,0.5956,0.209
11,13,199.03,-58620.0075,0.9806,0.533,0.5886,0.2207
11,14,199.8,-58420.5677,0.9814,0.5338,0.5897,0.2179
11,15,193.91,-58265.8087,0.9804,0.5337,0.594,0.215
11,16,199.13,-58315.6928,0.9847,0.5336,0.5862,0.2185
11,17,188.87,-58002.9688,0.9773,0.5375,0.6009,0.2075
11,18,198.43,-58698.1069,0.9761,0.5357,0.5903,0.2204
11,19,197.43,-58321.987,0.9846,0.5339,0.5872,0.217
11,20,202.42,-58536.2624,0.9803,0.5329,0.5886,0.2213
11,21,173.7,-58369.9766,0.9863,0.5318,0.5836,0.2215
11,22,175.03,-58331.7315,0.9902,0.5269,0.5883,0.2186
11,23,173.17,-58343.6916,0.9859,0.5326,0.5862,0.2184
11,24,163.39,-58122.5341,0.9746,0.5421,0.5984,0.2079
11,25,172.06,-58144.424,0.9868,0.531,0.5853,0.219
11,26,171.32,-58532.9871,0.9801,0.5321,0.5918,0.2187
11,27,174.52,-58468.5307,0.9801,0.5359,0.5898,0.2177
11,28,167.81,-58543.7811,0.976,0.5357,0.595,0.2161
11,29,167.95,-58172.2561,0.9854,0.5344,0.5885,0.2148
11,30,167.9,-58123.8041,0.983,0.5363,0.5876,0.2164
12,1,242.44,-145130.6915,0.9919,0.5285,0.5832,0.2199
