k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
9,1,111.41,-3972.9109,0.8089,0.5396,0.4666,0.2204
9,2,109.93,-4038.8634,0.7771,0.5594,0.4896,0.2321
9,3,106.44,-4025.267,0.7824,0.551,0.4979,0.2288
9,4,96.99,-3997.321,0.7704,0.5868,0.4957,0.2065
9,5,91.09,-4005.1989,0.7371,0.6078,0.5172,0.1987
9,6,84.22,-3942.1867,0.7486,0.6181,0.5106,0.1808
9,7,90.92,-3966.9796,0.7549,0.6008,0.5139,0.1895
9,8,99.93,-3982.7996,0.7747,0.5753,0.4959,0.2111
9,9,104.46,-3966.5376,0.8121,0.5583,0.4693,0.2182
9,10,100.22,-4010.6297,0.7882,0.5694,0.4792,0.2221
9,11,106.26,-4042.2194,0.7862,0.5581,0.4814,0.2332
9,12,106.41,-4037.7806,0.7898,0.5553,0.4769,0.2364
9,13,100.62,-4022.5775,0.7746,0.5812,0.4876,0.2158
9,14,109.56,-4010.7639,0.7953,0.5579,0.4773,0.2289
9,15,86.1,-3929.0203,0.7417,0.6141,0.5171,0.1836
9,16,89.01,-3987.9194,0.7381,0.6031,0.5258,0.1963
9,17,93.3,-3996.3106,0.7551,0.5868,0.4996,0.1962
9,18,87.23,-3941.6012,0.7706,0.5925,0.5039,0.1916
9,19,106.86,-3987.2255,0.8051,0.5392,0.471,0.2219
9,20,79.23,-3874.3247,0.7436,0.6114,0.5362,0.1696
9,21,91.31,-3975.441,0.7448,0.5959,0.5234,0.1943
9,22,110.88,-4023.6724,0.7923,0.5391,0.4652,0.2392
9,23,97.04,-4014.585,0.7578,0.5839,0.4908,0.2055
9,24,89.73,-3978.8528,0.7744,0.58,0.4995,0.2046
10,1,103.56,-6513.1318,0.8124,0.5356,0.4342,0.2049
10,2,93.9,-6478.5062,0.7979,0.5616,0.4454,0.1823
10,3,99.34,-6490.2492,0.808,0.5497,0.4371,0.193
10,4,108.6,-6561.7933,0.8059,0.522,0.4249,0.2127
10,5,97.3,-6514.7319,0.7896,0.5472,0.4353,0.1938
10,6,87.07,-6407.0568,0.7733,0.5742,0.472,0.1663
10,7,88.18,-6391.147,0.7866,0.5697,0.464,0.1673
10,8,94.42,-6456.1382,0.8089,0.5472,0.4301,0.1794
10,9,92.81,-6459.8037,0.7847,0.5459,0.4502,0.1848
10,10,97.75,-6495.2722,0.8012,0.5611,0.4363,0.1885
10,11,95.34,-6486.6171,0.7913,0.5563,0.4561,0.1843
10,12,95.3,-6503.9306,0.7904,0.5662,0.4498,0.1817
10,13,104.08,-6509.3379,0.8207,0.5325,0.428,0.2061
10,14,95.1,-6404.9349,0.8032,0.5436,0.446,0.1747
10,15,100.47,-6501.5973,0.8055,0.5463,0.442,0.1935
10,16,102.3,-6550.3081,0.7985,0.541,0.4302,0.1971
10,17,95.46,-6452.5007,0.8008,0.5525,0.4526,0.1827
10,18,103.51,-6427.401,0.8298,0.521,0.4201,0.1958
10,19,87.7,-6409.6906,0.7891,0.5592,0.452,0.1663
10,20,104.88,-6536.1814,0.8186,0.5319,0.4272,0.2108
10,21,92.27,-6437.0625,0.7948,0.5631,0.454,0.1755
10,22,95.39,-6486.0583,0.7967,0.5638,0.4454,0.1818
10,23,99.12,-6503.288,0.7989,0.5449,0.4494,0.1947
10,24,77.99,-6382.2369,0.7572,0.5892,0.4746,0.1441
10,25,108.9,-6601.2539,0.8033,0.5279,0.4213,0.2142
11,1,102.34,-16676.4312,0.7867,0.5728,0.471,0.1933
11,2,104.98,-16857.7137,0.7761,0.5638,0.4599,0.2025
11,3,105.27,-16753.3514,0.7787,0.569,0.4779,0.1986
11,4,112.45,-16919.0384,0.7815,0.5639,0.4656,0.2126
11,5,105.62,-16825.3233,0.7719,0.5674,0.4814,0.2029
11,6,106.16,-16827.0226,0.7836,0.5615,0.4575,0.2004
11,7,102.04,-16802.8111,0.7692,0.5864,0.4749,0.1934
11,8,103.07,-16784.7683,0.7738,0.5697,0.4652,0.1943
11,9,106.63,-16731.5411,0.7883,0.5566,0.4602,0.1972
11,10,97.31,-16633.1513,0.7662,0.5766,0.4791,0.1802
11,11,106.09,-16795.0889,0.778,0.568,0.476,0.2014
11,12,104.19,-16736.8026,0.7807,0.5748,0.4745,0.1944
11,13,111.06,-16906.0903,0.7815,0.567,0.4654,0.2101
11,14,94.04,-16633.9026,0.7496,0.5893,0.4889,0.1755
11,15,99.01,-16684.2822,0.7749,0.5711,0.4713,0.1853
11,16,102.59,-16753.6041,0.7786,0.5609,0.4649,0.1976
11,17,105.41,-16740.4972,0.7892,0.5576,0.4579,0.1976
11,18,112.62,-16844.0579,0.789,0.5597,0.4629,0.2122
11,19,106.9,-16902.015,0.7814,0.5731,0.4638,0.2063
11,20,113.65,-16810.194,0.7973,0.5539,0.4604,0.2121
11,21,110.18,-16882.9436,0.7834,0.5504,0.4569,0.2114
11,22,105.96,-16749.1895,0.7796,0.5664,0.4779,0.1996
11,23,109.61,-16805.6733,0.7968,0.5594,0.4599,0.2075
11,24,103.81,-16824.1096,0.7723,0.5766,0.4736,0.201
12,1,119.37,-45371.4322,0.7667,0.5828,0.4865,0.2263
12,2,125.67,-45546.563,0.7743,0.5772,0.4756,0.2341
12,3,120.13,-45366.8854,0.7626,0.5839,0.4902,0.2248
12,4,128.76,-45784.2193,0.7729,0.5766,0.4733,0.2391
12,5,128.6,-45631.7724,0.7794,0.5741,0.4705,0.2377
12,6,125.63,-45525.1671,0.7753,0.574,0.478,0.2341
12,7,133.55,-45709.9104,0.7795,0.5639,0.472,0.246
12,8,122.25,-45390.7352,0.7664,0.5822,0.4861,0.2269
12,9,118.84,-45275.2143,0.7718,0.5798,0.4851,0.2244
12,10,125.68,-45684.1382,0.7761,0.5707,0.4757,0.2406
12,11,130.03,-45540.6283,0.7807,0.5695,0.4727,0.2389
12,12,124.86,-45426.6519,0.7723,0.5763,0.4822,0.2311
12,13,127.83,-45513.7527,0.7758,0.5734,0.477,0.2347
